TIME,GEO,UNIT,INDX,COICOP,Value,Flag and Footnotes
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Beef and veal,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Pork,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Lamb and goat,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Poultry,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Fish and seafood,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,"Milk, cheese and eggs",:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Fresh whole milk ,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Yoghurt,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Cheese and curd,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Eggs,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Oils and fats,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Butter,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Olive oil,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Other edible oils,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Fruit,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Vegetables,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Potatoes,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Sugar,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,"Coffee, tea and cocoa",:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Fruit and vegetables juices ,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Wine from grapes,:,
2005M02,France,Percentage change m/m-12,Agricultural commodity price index,Beer,:,
2005M02,France,Percentage change m/m-12,Import price index,Food,1,
2005M02,France,Percentage change m/m-12,Import price index,Bread and cereals,-1.7,
2005M02,France,Percentage change m/m-12,Import price index,Bread,-4.1,
2005M02,France,Percentage change m/m-12,Import price index,Meat,6.6,
2005M02,France,Percentage change m/m-12,Import price index,Beef and veal,14.3,
2005M02,France,Percentage change m/m-12,Import price index,Pork,11,
2005M02,France,Percentage change m/m-12,Import price index,Lamb and goat,-1.1,
2005M02,France,Percentage change m/m-12,Import price index,Poultry,0.9,
2005M02,France,Percentage change m/m-12,Import price index,Fish and seafood,4,
2005M02,France,Percentage change m/m-12,Import price index,"Milk, cheese and eggs",-3,
2005M02,France,Percentage change m/m-12,Import price index,Fresh whole milk ,-1.9,
2005M02,France,Percentage change m/m-12,Import price index,Yoghurt,3.6,
2005M02,France,Percentage change m/m-12,Import price index,Cheese and curd,-5.7,
2005M02,France,Percentage change m/m-12,Import price index,Eggs,-15,
2005M02,France,Percentage change m/m-12,Import price index,Oils and fats,5.6,
2005M02,France,Percentage change m/m-12,Import price index,Butter,-2.7,
2005M02,France,Percentage change m/m-12,Import price index,Olive oil,17.1,
2005M02,France,Percentage change m/m-12,Import price index,Other edible oils,7.4,
2005M02,France,Percentage change m/m-12,Import price index,Fruit,-0.2,
2005M02,France,Percentage change m/m-12,Import price index,Vegetables,13.1,
2005M02,France,Percentage change m/m-12,Import price index,Potatoes,-10.5,
2005M02,France,Percentage change m/m-12,Import price index,Sugar,-1.2,
2005M02,France,Percentage change m/m-12,Import price index,"Coffee, tea and cocoa",0.3,
2005M02,France,Percentage change m/m-12,Import price index,Fruit and vegetables juices ,-7.7,
2005M02,France,Percentage change m/m-12,Import price index,Wine from grapes,1.1,
2005M02,France,Percentage change m/m-12,Import price index,Beer,4.2,
2005M03,France,"Index, 2015=100",Producer price index,Food,90.8,
2005M03,France,"Index, 2015=100",Producer price index,Bread and cereals,81.8,
2005M03,France,"Index, 2015=100",Producer price index,Bread,87.3,
2005M03,France,"Index, 2015=100",Producer price index,Meat,92.8,
2005M03,France,"Index, 2015=100",Producer price index,Beef and veal,:,
2005M03,France,"Index, 2015=100",Producer price index,Pork,:,
2005M03,France,"Index, 2015=100",Producer price index,Lamb and goat,:,
2005M03,France,"Index, 2015=100",Producer price index,Poultry,84.1,
2005M03,France,"Index, 2015=100",Producer price index,Fish and seafood,:,c
2005M03,France,"Index, 2015=100",Producer price index,"Milk, cheese and eggs",:,
2005M03,France,"Index, 2015=100",Producer price index,Fresh whole milk ,:,
2005M03,France,"Index, 2015=100",Producer price index,Yoghurt,:,
2005M03,France,"Index, 2015=100",Producer price index,Cheese and curd,:,
2005M03,France,"Index, 2015=100",Producer price index,Eggs,:,
2005M03,France,"Index, 2015=100",Producer price index,Oils and fats,75.5,
2005M03,France,"Index, 2015=100",Producer price index,Butter,:,
2005M03,France,"Index, 2015=100",Producer price index,Olive oil,:,
2005M03,France,"Index, 2015=100",Producer price index,Other edible oils,:,c
2005M03,France,"Index, 2015=100",Producer price index,Fruit,:,
2005M03,France,"Index, 2015=100",Producer price index,Vegetables,:,
2005M03,France,"Index, 2015=100",Producer price index,Potatoes,:,
2005M03,France,"Index, 2015=100",Producer price index,Sugar,158.1,
2005M03,France,"Index, 2015=100",Producer price index,"Coffee, tea and cocoa",:,c
2005M03,France,"Index, 2015=100",Producer price index,Fruit and vegetables juices ,:,c
2005M03,France,"Index, 2015=100",Producer price index,Wine from grapes,74,
2005M03,France,"Index, 2015=100",Producer price index,Beer,75.2,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Food,87.46,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Bread and cereals,88.38,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Bread,84.61,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Meat,81.57,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Beef and veal,75.96,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Pork,80.2,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Lamb and goat,75.85,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Poultry,73.56,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Fish and seafood,84.05,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,"Milk, cheese and eggs",91.6,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Fresh whole milk ,80.99,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Yoghurt,100.74,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Cheese and curd,91.13,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Eggs,88.89,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Oils and fats,83.33,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Butter,90.03,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Olive oil,83.88,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Other edible oils,72.91,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit,82.85,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Vegetables,94.03,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Potatoes,:,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Sugar,107.03,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,"Coffee, tea and cocoa",83.63,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit and vegetables juices ,85.63,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Wine from grapes,80.92,
2005M03,France,"Index, 2015=100",Harmonised index of consumer prices,Beer,80.91,
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Food,74.7,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Bread and cereals,57.2,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Bread,54.5,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Meat,84.3,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Beef and veal,82.9,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Pork,95.8,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Lamb and goat,77.4,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Poultry,75.4,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Fish and seafood,:,
2005M03,France,"Index, 2015=100",Agricultural commodity price index,"Milk, cheese and eggs",84.6,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Fresh whole milk ,88.3,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Yoghurt,88.3,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Cheese and curd,88.3,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Eggs,54.6,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Oils and fats,54.6,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Butter,88.9,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Olive oil,:,
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Other edible oils,54.6,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Fruit,85.7,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Vegetables,99.4,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Potatoes,54.9,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Sugar,116.7,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,"Coffee, tea and cocoa",:,
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Fruit and vegetables juices ,83.3,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Wine from grapes,70,e
2005M03,France,"Index, 2015=100",Agricultural commodity price index,Beer,55.5,e
2005M03,France,"Index, 2015=100",Import price index,Food,71.5,
2005M03,France,"Index, 2015=100",Import price index,Bread and cereals,72.7,
2005M03,France,"Index, 2015=100",Import price index,Bread,68.2,
2005M03,France,"Index, 2015=100",Import price index,Meat,78.5,
2005M03,France,"Index, 2015=100",Import price index,Beef and veal,72.7,
2005M03,France,"Index, 2015=100",Import price index,Pork,85.6,
2005M03,France,"Index, 2015=100",Import price index,Lamb and goat,68.7,
2005M03,France,"Index, 2015=100",Import price index,Poultry,78.2,
2005M03,France,"Index, 2015=100",Import price index,Fish and seafood,65.2,
2005M03,France,"Index, 2015=100",Import price index,"Milk, cheese and eggs",82.4,
2005M03,France,"Index, 2015=100",Import price index,Fresh whole milk ,72.1,
2005M03,France,"Index, 2015=100",Import price index,Yoghurt,82.9,
2005M03,France,"Index, 2015=100",Import price index,Cheese and curd,88,
2005M03,France,"Index, 2015=100",Import price index,Eggs,64.6,
2005M03,France,"Index, 2015=100",Import price index,Oils and fats,63.6,
2005M03,France,"Index, 2015=100",Import price index,Butter,88.7,
2005M03,France,"Index, 2015=100",Import price index,Olive oil,68.6,
2005M03,France,"Index, 2015=100",Import price index,Other edible oils,60.7,
2005M03,France,"Index, 2015=100",Import price index,Fruit,66.5,
2005M03,France,"Index, 2015=100",Import price index,Vegetables,86.3,
2005M03,France,"Index, 2015=100",Import price index,Potatoes,62,
2005M03,France,"Index, 2015=100",Import price index,Sugar,123.5,
2005M03,France,"Index, 2015=100",Import price index,"Coffee, tea and cocoa",63.4,
2005M03,France,"Index, 2015=100",Import price index,Fruit and vegetables juices ,71.2,
2005M03,France,"Index, 2015=100",Import price index,Wine from grapes,79.7,
2005M03,France,"Index, 2015=100",Import price index,Beer,83.9,
2005M03,France,Percentage change m/m-12,Producer price index,Food,-1.5,
2005M03,France,Percentage change m/m-12,Producer price index,Bread and cereals,-6.9,
2005M03,France,Percentage change m/m-12,Producer price index,Bread,-0.9,
2005M03,France,Percentage change m/m-12,Producer price index,Meat,1.2,
2005M03,France,Percentage change m/m-12,Producer price index,Beef and veal,:,
2005M03,France,Percentage change m/m-12,Producer price index,Pork,:,
2005M03,France,Percentage change m/m-12,Producer price index,Lamb and goat,:,
2005M03,France,Percentage change m/m-12,Producer price index,Poultry,0.6,
2005M03,France,Percentage change m/m-12,Producer price index,Fish and seafood,:,c
2005M03,France,Percentage change m/m-12,Producer price index,"Milk, cheese and eggs",:,
2005M03,France,Percentage change m/m-12,Producer price index,Fresh whole milk ,:,
2005M03,France,Percentage change m/m-12,Producer price index,Yoghurt,:,
2005M03,France,Percentage change m/m-12,Producer price index,Cheese and curd,:,
2005M03,France,Percentage change m/m-12,Producer price index,Eggs,:,
2005M03,France,Percentage change m/m-12,Producer price index,Oils and fats,-4.3,
2005M03,France,Percentage change m/m-12,Producer price index,Butter,:,
2005M03,France,Percentage change m/m-12,Producer price index,Olive oil,:,
2005M03,France,Percentage change m/m-12,Producer price index,Other edible oils,:,c
2005M03,France,Percentage change m/m-12,Producer price index,Fruit,:,
2005M03,France,Percentage change m/m-12,Producer price index,Vegetables,:,
2005M03,France,Percentage change m/m-12,Producer price index,Potatoes,:,
2005M03,France,Percentage change m/m-12,Producer price index,Sugar,-1.4,
2005M03,France,Percentage change m/m-12,Producer price index,"Coffee, tea and cocoa",:,c
2005M03,France,Percentage change m/m-12,Producer price index,Fruit and vegetables juices ,:,c
2005M03,France,Percentage change m/m-12,Producer price index,Wine from grapes,-5.4,
2005M03,France,Percentage change m/m-12,Producer price index,Beer,1.6,
2005M03,France,Percentage change m/m-12,Harmonised index of consumer prices,Food,1,
2005M03,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread and cereals,0,
2005M03,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread,1.9,
2005M03,France,Percentage change m/m-12,Harmonised index of consumer prices,Meat,1.4,
2005M03,France,Percentage change m/m-12,Harmonised index of consumer prices,Beef and veal,3.7,
2005M03,France,Percentage change m/m-12,Harmonised index of consumer prices,Pork,3.7,
2005M03,France,Percentage change m/m-12,Harmonised index of consumer prices,Lamb and goat,2.7,
2005M03,France,Percentage change m/m-12,Harmonised index of consumer prices,Poultry,-0.6,
2005M03,France,Percentage change m/m-12,Harmonised index of consumer prices,Fish and seafood,-0.8,
